,City,Temperature °F,Humidity,Cloudiness,Wind Speed,Latitude,Longitude,Country,Date
374,Champerico,69.01,96,83,6.2,14.3,-91.92,GT,1601354177
375,Bay-ang,85.82,66,16,2.44,11.03,122.94,PH,1601354480
376,Narsaq,28.4,58,0,5.97,60.92,-46.05,GL,1601354481
377,Marsh Harbour,81.99,75,97,12.71,26.54,-77.06,BS,1601354481
378,Samarai,78.49,84,98,18.19,-10.62,150.67,PG,1601354201
379,Broome,70.0,88,1,11.41,42.25,-75.83,US,1601354249
380,Boa Vista,78.8,78,40,4.7,2.82,-60.67,BR,1601354482
381,Udachny,26.6,92,90,13.42,66.42,112.4,RU,1601354483
382,Avrămeni,59.0,93,20,2.24,48.02,26.95,RO,1601354483
383,Guerrero Negro,74.17,66,0,11.43,27.98,-114.06,MX,1601354180
384,Henties Bay,50.0,92,0,1.23,-22.12,14.28,NA,1601353977
385,Oga,39.2,86,75,1.12,46.46,10.35,IT,1601354484
386,Vanavara,37.51,77,100,4.97,60.34,102.28,RU,1601354484
387,Manicoré,75.2,100,9,2.26,-5.81,-61.3,BR,1601354023
388,Kieta,81.45,71,100,6.69,-6.22,155.63,PG,1601354095
389,Port Lincoln,58.08,89,100,11.63,-34.73,135.87,AU,1601354109
390,Guadalupe y Calvo,51.12,81,10,7.87,26.1,-106.97,MX,1601354485
391,Santa Cruz de la Sierra,66.2,77,75,5.82,-17.8,-63.17,BO,1601354410
392,Nhulunbuy,86.0,58,75,14.99,-12.23,136.77,AU,1601354486
393,Dalbandin,86.27,12,6,7.61,28.89,64.41,PK,1601354486
394,Yumen,68.13,33,98,11.14,40.28,97.2,CN,1601354111
395,Torbay,64.0,100,90,20.8,47.67,-52.73,CA,1601354097
396,Paamiut,34.74,75,0,12.01,61.99,-49.67,GL,1601354169
397,Westport,71.01,88,75,6.93,41.14,-73.36,US,1601353972
398,Zhaotong,56.48,88,99,7.0,27.32,103.72,CN,1601354488
399,Constitución,47.41,85,100,4.97,-35.33,-72.42,CL,1601353998
400,Siocon,82.81,76,100,8.66,7.71,122.14,PH,1601354488
401,Esim,75.63,91,97,5.86,4.87,-2.24,GH,1601354102
402,Ujhāni,87.15,33,0,5.44,28.02,79.02,IN,1601354489
403,El Guamo,76.3,92,98,5.28,10.03,-74.98,CO,1601354489
404,Oktyabr'skiy,53.58,65,0,2.95,54.48,53.47,RU,1601354489
405,George,51.8,66,7,9.17,-33.96,22.46,ZA,1601354490
406,Yerofey Pavlovich,52.56,43,2,7.2,53.97,121.97,RU,1601354490
407,Hobyo,80.82,73,6,14.5,5.35,48.53,SO,1601354491
408,Acaraú,79.14,79,35,17.27,-2.89,-40.12,BR,1601354294
409,Enshi,71.58,72,96,0.49,30.3,109.48,CN,1601354346
410,Buchanan,76.73,89,99,3.56,5.88,-10.05,LR,1601354492
411,Harar,66.22,73,25,3.13,9.31,42.13,ET,1601354492
412,Esmeraldas,77.0,38,4,2.24,-19.76,-44.31,BR,1601354492
413,Longyearbyen,35.6,85,75,5.82,78.22,15.64,SJ,1601353885
414,Arroyo de la Encomienda,46.99,81,86,6.93,41.61,-4.8,ES,1601354493
415,Ploemeur,59.0,100,75,3.36,47.73,-3.43,FR,1601354493
416,Kwang Binh,85.62,74,100,4.36,17.48,106.6,VN,1601354493
417,Zhengjiatun,61.54,39,72,8.34,43.51,123.51,CN,1601354494
418,Saint Lawrence,69.01,77,20,5.82,36.06,14.2,MT,1601354273
419,Tarakan,78.75,76,100,2.71,3.3,117.63,ID,1601354165
420,Zvishavane,65.55,83,99,7.52,-20.33,30.07,ZW,1601354494
421,Nyköping,55.4,100,75,2.24,58.75,17.01,SE,1601354495
422,Tombouctou,88.61,16,0,3.91,20.0,-3.0,ML,1601354495
423,Tuatapere,39.0,78,88,21.0,-46.13,167.68,NZ,1601353922
424,Lima Duarte,66.07,83,100,1.99,-21.84,-43.79,BR,1601354496
425,Labuhan,91.63,43,0,8.05,-6.88,112.21,ID,1601353946
426,Dongying,68.09,72,98,14.32,37.46,118.49,CN,1601354482
427,Las Palmas,73.4,69,90,13.87,28.42,-14.01,ES,1601354496
428,Kattivākkam,84.2,79,75,8.05,13.22,80.32,IN,1601354497
429,Zemio,68.77,96,72,2.53,5.03,25.14,CF,1601354497
430,Erenhot,54.46,36,0,0.87,43.65,111.98,CN,1601354497
431,Andenes,50.0,87,63,13.87,69.31,16.12,NO,1601353994
432,Kui Buri,87.8,62,40,4.7,12.08,99.85,TH,1601354498
433,Weihai,70.92,72,100,13.2,37.5,122.11,CN,1601354445
434,Orlik,42.39,58,78,7.87,52.52,99.83,RU,1601354499
435,Ontario,78.8,57,1,6.93,34.06,-117.65,US,1601354499
436,Bonito,70.02,79,5,1.63,-21.12,-56.48,BR,1601354499
437,Balkhash,50.0,43,0,2.24,46.84,74.98,KZ,1601354500
438,Alugan,84.72,71,53,7.56,12.22,125.48,PH,1601354501
439,Ystad,48.2,93,31,4.7,55.43,13.82,SE,1601354088
440,Young,55.0,71,0,7.09,-32.68,-57.63,UY,1601354501
441,Birao,71.22,93,0,4.27,10.28,22.79,CF,1601354501
442,Santa Fe,55.13,63,0,8.59,-31.63,-60.7,AR,1601354502
443,Verāval,83.26,69,2,8.32,20.9,70.37,IN,1601354208
444,Ntcheu,70.84,51,2,4.09,-14.82,34.64,MW,1601354503
445,Galle,82.54,78,66,12.93,6.04,80.22,LK,1601354503
446,Cabedelo,73.4,94,20,3.36,-6.98,-34.83,BR,1601353930
447,Shepetivka,54.75,70,100,8.25,50.19,27.06,UA,1601354504
448,Antofagasta,57.2,76,90,3.36,-23.65,-70.4,CL,1601354504
449,Maningrida,87.84,54,46,13.49,-12.07,134.27,AU,1601354505
450,Calceta,71.6,83,75,9.17,-0.85,-80.17,EC,1601354505
451,Hirara,82.4,61,40,11.41,24.8,125.28,JP,1601354506
452,Ouro Fino,65.86,76,94,3.53,-22.28,-46.37,BR,1601354506
453,Alta Floresta,76.15,62,33,0.83,-9.88,-56.09,BR,1601354203
454,Lompoc,60.8,93,90,1.45,34.64,-120.46,US,1601353837
455,Giyani,62.96,81,99,7.99,-23.3,30.72,ZA,1601354507
456,Kutum,76.87,59,23,2.17,14.2,24.67,SD,1601354056
457,Ostrovnoy,50.25,82,41,18.23,68.05,39.51,RU,1601353966
458,Sioux Lookout,46.4,93,90,9.17,50.1,-91.92,CA,1601354187
459,Egvekinot,31.75,92,0,1.57,66.32,-179.17,RU,1601354508
460,Deer Lake,64.4,93,75,8.05,49.17,-57.43,CA,1601354508
461,Zambezi,70.59,67,11,7.18,-13.54,23.1,ZM,1601354063
462,Santa Rosa del Sur,70.48,93,93,1.28,7.96,-74.05,CO,1601354509
463,Alpena,51.8,100,1,3.36,45.06,-83.43,US,1601354438
464,Mumbai,86.0,74,75,3.36,19.01,72.85,IN,1601354486
465,Necochea,46.0,93,36,3.0,-38.55,-58.74,AR,1601354509
466,Northam,55.99,93,23,3.0,51.03,-4.22,GB,1601354510
467,Bucerías,77.0,88,90,11.41,20.75,-105.33,MX,1601354510
468,Arman',44.28,76,100,2.64,59.7,150.17,RU,1601354510
469,Topchikha,42.8,81,75,11.18,52.82,83.12,RU,1601354511
470,Moerai,70.32,73,0,21.59,-22.43,-151.33,PF,1601354511
471,Vrangel',63.63,79,88,10.51,42.73,133.08,RU,1601354511
472,La Palma,73.4,69,1,2.93,33.85,-118.05,US,1601354512
473,Nizwá,89.13,24,0,4.54,22.93,57.53,OM,1601354512
474,Bilma,86.74,14,54,8.88,18.69,12.92,NE,1601353913
475,Salalah,78.8,69,15,1.12,17.02,54.09,OM,1601354101
476,Naze,82.4,65,75,11.41,28.37,129.48,JP,1601354074
477,Gimli,48.0,99,100,9.31,50.63,-96.99,CA,1601354513
478,Pascagoula,69.8,77,75,12.75,30.37,-88.56,US,1601354387
479,Monster,61.0,84,97,5.01,52.03,4.17,NL,1601354513
480,Barhi,84.45,66,0,5.64,23.9,80.8,IN,1601354514
481,Bambous Virieux,75.99,78,75,9.17,-20.34,57.76,MU,1601354082
482,Kimbe,84.52,69,55,0.76,-5.55,150.14,PG,1601354515
483,Mount Gambier,68.0,42,75,19.46,-37.83,140.77,AU,1601354515
484,Sept-Îles,59.0,100,90,4.7,50.2,-66.38,CA,1601354516
485,Khirkiya,81.91,69,0,3.87,22.17,76.86,IN,1601354516
486,Nishihara,84.2,54,20,11.41,26.18,127.76,JP,1601354234
487,Morant Bay,82.4,74,20,6.93,17.88,-76.41,JM,1601354516
488,Umm Kaddadah,84.16,54,44,9.31,13.6,26.69,SD,1601354263
489,Williamsport,73.4,73,90,5.82,41.24,-77.0,US,1601354279
490,Yar-Sale,40.86,69,99,15.46,66.83,70.83,RU,1601354517
491,Ixtapa,77.0,88,90,11.41,20.7,-105.2,MX,1601354518
492,Cravo Norte,77.04,84,14,3.87,6.3,-70.2,CO,1601354518
493,Quatre Cocos,75.99,78,75,9.17,-20.21,57.76,MU,1601354085
494,Mirandola,48.99,79,0,0.31,44.89,11.07,IT,1601354519
495,Machico,66.2,82,75,11.41,32.7,-16.77,PT,1601354519
496,Nanortalik,35.53,76,0,12.93,60.14,-45.24,GL,1601354116
497,Yaan,72.1,98,100,6.73,7.38,8.57,NG,1601354196
498,Bukama,73.83,73,98,0.72,-9.2,25.85,CD,1601354520
499,Lyngseidet,51.8,76,20,19.46,69.58,20.22,NO,1601354520
500,Pudozh,47.68,84,27,5.06,61.81,36.53,RU,1601354521
501,Beyneu,61.5,31,49,6.44,45.32,55.2,KZ,1601354521
502,Santa Catarina de Tepehuanes,59.76,72,48,5.95,25.35,-105.73,MX,1601354521
503,Carahue,48.2,87,90,3.36,-38.7,-73.17,CL,1601354522
504,Hamilton,55.4,93,1,4.7,39.18,-84.53,US,1601354161
505,Mahibadhoo,82.89,71,86,7.67,3.78,72.97,MV,1601354523
506,Lorengau,85.33,67,35,9.35,-2.02,147.27,PG,1601354110
507,Tanete,94.06,36,63,12.39,-3.94,119.78,ID,1601354523
508,Roebourne,92.79,13,54,6.51,-20.78,117.13,AU,1601354056
509,Vao,67.53,78,98,19.82,-22.67,167.48,NC,1601353972
510,Oistins,75.2,88,75,4.7,13.07,-59.53,BB,1601354241
511,Znamenskoye,41.47,71,59,7.56,57.13,73.83,RU,1601354525
512,Coahuayana Viejo,80.35,80,89,2.37,18.73,-103.68,MX,1601354036
513,Tairua,55.99,61,2,18.01,-37.02,175.85,NZ,1601354525
514,Rock Springs,46.4,22,1,10.29,41.59,-109.2,US,1601354526
515,Lakatoro,84.2,66,40,8.05,-16.1,167.42,VU,1601354269
516,San Juan,62.4,38,0,15.86,-31.54,-68.54,AR,1601354188
517,Philadelphia,70.0,77,20,4.7,39.95,-75.16,US,1601354257
518,Heihe,57.2,50,20,8.95,50.24,127.49,CN,1601354527
519,Hay River,48.2,61,20,8.05,60.82,-115.8,CA,1601354055
520,Taoudenni,88.77,18,0,11.01,22.68,-3.98,ML,1601354119
521,Altus,57.2,32,1,5.82,34.64,-99.33,US,1601354528
522,Liverpool,51.01,93,2,1.12,53.41,-2.98,GB,1601354250
523,Morropón,64.49,75,41,1.86,-5.18,-79.97,PE,1601354528
524,Mozarlândia,82.15,25,29,4.38,-14.74,-50.57,BR,1601354529
525,São Paulo de Olivença,72.0,92,92,2.01,-3.38,-68.87,BR,1601354529
526,Great Bend,52.0,42,1,6.93,38.36,-98.76,US,1601354529
527,Diamantino,78.57,46,26,2.98,-14.41,-56.45,BR,1601354530
528,Adrar,83.44,27,0,5.95,20.5,-10.07,MR,1601354173
529,Abu Samrah,77.0,46,0,5.03,35.3,37.18,SY,1601354530
530,Umm Hājar,80.17,71,94,5.88,13.3,19.7,TD,1601354531
531,Linhares,70.63,93,15,3.91,-19.39,-40.07,BR,1601354531
532,Shelburne,57.99,100,90,2.24,44.08,-80.2,CA,1601354394
533,Guarapari,77.0,83,0,11.41,-20.67,-40.5,BR,1601354532
534,Porbandar,84.2,74,20,5.82,21.64,69.61,IN,1601354407
535,Huarmey,60.53,86,31,9.55,-10.07,-78.15,PE,1601354238
536,Badarganj,89.28,65,18,3.13,25.67,89.05,BD,1601354532
537,Rafaela,55.99,38,0,4.0,-31.25,-61.49,AR,1601354262
538,Melita,51.01,75,100,8.01,49.27,-101.0,CA,1601354533
539,Sydney,66.0,45,20,14.99,-33.87,151.21,AU,1601354093
540,Licata,57.99,93,2,2.24,37.11,13.95,IT,1601354533
541,Vikýřovice,48.99,97,100,1.99,49.98,17.01,CZ,1601354534
542,Ciudad Real,58.5,35,75,2.46,39.0,-4.0,ES,1601354534
543,Ayorou,88.39,34,0,3.02,14.73,0.92,NE,1601354534
544,Wad Rāwah,89.58,42,99,8.1,15.16,33.14,SD,1601354535
545,Quelimane,73.4,88,0,2.24,-17.88,36.89,MZ,1601354535
546,Santa Maria,52.81,83,0,2.13,-29.68,-53.81,BR,1601354536
547,Batticaloa,85.55,66,71,2.68,7.71,81.69,LK,1601354268
548,Saint-Raymond,69.01,88,20,8.05,45.47,-73.61,CA,1601354536
549,Florø,51.8,100,75,9.17,61.6,5.03,NO,1601354536
550,Makakilo City,82.4,65,1,10.29,21.35,-158.09,US,1601354497
551,Storebø,55.99,100,90,6.93,60.09,5.23,NO,1601354537
552,Ahipara,55.0,65,30,14.0,-35.17,173.17,NZ,1601354250
553,Bahía Honda,78.04,86,77,6.24,22.9,-83.16,CU,1601354537
554,Lokoja,74.16,93,100,3.8,7.8,6.74,NG,1601354537
555,Singānallūr,80.6,74,40,9.17,11.0,77.02,IN,1601354538
556,Fredericton,66.0,100,90,8.05,45.95,-66.67,CA,1601354385
557,Rodrigues Alves,71.44,96,100,1.41,-7.74,-72.65,BR,1601354201
558,Chumikan,47.08,83,99,6.96,54.72,135.31,RU,1601354031
559,Arrecife,73.4,64,90,8.05,28.96,-13.55,ES,1601354539
560,Fairbanks,46.4,75,90,2.04,64.84,-147.72,US,1601354110
561,Grand-Lahou,74.77,95,90,4.94,5.14,-5.02,CI,1601354539
562,Harmanli,66.0,78,52,1.99,41.93,25.9,BG,1601354539
563,Chalmette,70.0,77,40,13.87,29.94,-89.96,US,1601354540
564,Al Bardīyah,79.65,52,0,6.38,31.76,25.09,LY,1601354540
565,Pontal do Paraná,59.0,100,75,5.82,-25.65,-48.51,BR,1601354540
566,Vágur,49.69,86,0,11.34,61.47,-6.81,FO,1601354541
567,Kumukh,58.33,51,14,2.24,42.17,47.12,RU,1601354541
568,Cayenne,77.0,94,90,9.24,4.93,-52.33,GF,1601353808
569,Seymchan,52.92,45,27,13.71,62.88,152.43,RU,1601354542
570,Malindi,79.59,75,97,10.18,-3.22,40.12,KE,1601354542
571,Steamboat Springs,39.2,29,1,2.82,40.48,-106.83,US,1601354440
572,Griffith,51.8,81,1,3.36,41.53,-87.42,US,1601354168
573,Rūdbār,67.75,29,24,15.32,30.15,62.6,AF,1601354178
574,Dingle,88.34,65,12,3.33,11.0,122.67,PH,1601353987
575,East Brainerd,60.01,94,100,5.37,35.0,-85.15,US,1601354543
576,Amasya Province,57.2,62,0,2.24,40.67,35.83,TR,1601354543
577,Cintalapa,69.67,93,99,1.95,16.7,-93.73,MX,1601354544
578,Takoradze,75.06,93,99,5.5,4.88,-1.76,GH,1601354246
579,Flinders,69.01,55,26,4.0,-34.58,150.86,AU,1601354234
580,Zhangye,70.77,32,73,8.39,38.93,100.45,CN,1601354545
581,Krasnokholmskiy,53.87,76,23,1.05,55.99,55.05,RU,1601354545
582,Rassvet,58.41,56,59,20.78,46.83,40.75,RU,1601354545
583,Minsk,42.8,100,100,4.47,53.9,27.57,BY,1601354545
584,São Félix do Xingu,74.68,68,5,1.36,-6.64,-51.99,BR,1601354177
585,Vardø,50.0,87,75,3.36,70.37,31.11,NO,1601354086
586,Shingū,78.8,61,75,3.36,33.73,135.98,JP,1601354547
587,Cascais,64.0,71,3,10.54,38.7,-9.42,PT,1601354547
588,Soyo,73.54,82,97,6.29,-6.13,12.37,AO,1601354547
589,Sola,79.43,85,40,14.09,-13.88,167.55,VU,1601354548
590,Dano,75.87,81,79,2.53,11.15,-3.07,BF,1601354548
591,Rostovka,44.15,61,21,12.24,55.38,71.89,RU,1601354549
592,Sokoni,77.86,76,100,8.81,-6.43,39.55,TZ,1601354549
593,Corinth,66.99,60,1,1.99,37.94,22.96,GR,1601354549
594,Betlitsa,50.36,91,97,5.86,54.01,33.96,RU,1601354550
595,Seoul,77.0,43,20,8.14,37.57,126.98,KR,1601354550
596,Chicama,61.07,82,20,4.85,-7.84,-79.15,PE,1601354550
